coords2d_1,coords2d_2,coords2d_3,coords2d_4,coords2d_5,coords2d_6,coords2d_7,coords2d_8,coords3d_1,coords3d_2,coords3d_3,coords3d_4,coords3d_5,coords3d_6,coords3d_7,coords3d_8
139.763592834843,120.38634615951682,106.3067171478576,129.2321787951137,81.35873403452318,82.78676949562193,97.52775206423514,123.92624196103768,90.97080461196876,91.130870095168,94.39074863128585,94.2995792662445,89.24032837442184,89.56476919018661,87.46939692642093,87.57150825451262
140.8847410663439,148.79812993682899,55.301958501896394,53.726336313212,80.38613558728088,80.48687404734939,94.17653340834673,124.23398296428176,90.78218210784969,92.19837402092764,96.9387507011591,96.74669944207669,89.72285391852655,89.0221789625208,95.16243023390305,95.47025319941719
135.16477182516005,145.86382602787813,59.03488910974014,45.70394786885728,80.34996290543648,82.25151489112471,97.43796239740617,124.66005016470716,90.32697732042502,92.44999818995092,96.72207661011879,97.49347134479086,89.80779415104485,88.97505748743689,94.69312793603147,94.45373663581171
163.62632036076494,155.06545687771933,82.59176759481807,98.34426702856433,79.80003705460207,80.90531875666105,94.13708223570075,130.4802456017718,91.36235886651808,91.88760041369206,96.05777241144335,96.5748655429375,89.28580377391579,89.20775520227005,91.6810281724342,92.0693517475061
163.6556628534393,158.5006868603989,69.7419004828413,84.13307491311231,79.17842836842838,81.6389083942771,96.39312103931263,128.42793768072303,92.04117038699063,91.10016839484881,94.79679654725393,95.65987974134426,89.30962064355163,89.2192913917782,86.3418078265327,86.9269706232952
141.6649672356128,147.85433439731662,57.96167514583438,48.69967225391945,79.86530634231072,81.42705641679082,97.9754436435728,124.92939184443745,90.80821195877661,92.26387553506807,96.5354143702915,96.21194344138887,89.93900891518996,88.97261227971401,97.42182949058659,97.6939920384441
157.74041850388477,136.67231751838693,78.3183436273837,108.50868817399967,79.27907120584852,85.65438343751677,95.58531456617523,115.39175666856666,91.43546238120473,91.07075077009355,94.77292503610474,94.24208273381134,89.27710894310236,89.7100882949678,94.89769210167336,95.7248758214861
179.18218547849568,170.52684681885046,65.64543988661279,75.84873846880384,75.0793654701261,83.80683092740665,92.80385663047093,119.35590284019368,90.7932948256293,92.61405933381462,98.21719818924541,98.43068258194333,88.7432067160608,89.54929198152736,89.69343629377131,89.80237098084385
143.45231845837841,156.10812623565678,60.090856845991624,51.734424339899086,77.50557843690886,83.9599022968958,93.99868894273794,121.75168731422403,90.95868785638116,92.23195123088742,97.00151330944234,97.90070088348536,89.50356386503412,89.2335255060085,95.07610347298326,95.14975340280351
155.43553018732896,129.37301729579937,92.97700875611993,130.78316449146186,79.46526899281224,84.51393309142139,90.99352865133739,126.65365944002882,91.09181507349388,90.80239946779292,98.74811562361967,98.60033765073727,89.19227116342162,89.67076006572687,84.91168232754792,86.13770811375437
