coords2d_1,coords2d_2,coords2d_3,coords2d_4,coords2d_5,coords2d_6,coords2d_7,coords2d_8,coords3d_1,coords3d_2,coords3d_3,coords3d_4,coords3d_5,coords3d_6,coords3d_7,coords3d_8
174.3439663384038,177.30448451338916,58.50481861882296,55.95855824718806,82.48904154970107,75.98143538399886,154.61034771294302,136.9729824456509,93.16383492048729,91.36334241375856,97.7529365709813,98.48542654814098,88.7942487197283,89.98452529581891,100.86059068106707,101.53979835251147
166.14111405089358,172.42666393648952,49.13292822844629,46.639192011528785,81.82696399269506,80.4619780078247,165.8318430852754,127.45335164843226,92.88025229633753,91.33581675140341,95.22467374780938,96.67315879528316,88.9074727655996,90.01615590186525,100.20197602997024,100.5479456019989
173.52885156285447,179.66253902244435,63.306441605341924,55.96009503975131,84.77066624194383,74.02604101708341,152.20683146477222,140.11721904893125,92.76061470283558,92.26842444105529,96.2577398597738,96.97517610000278,89.52746952712917,89.24553980875856,100.54128616755814,100.96378117904761
161.05254115696405,166.70153107229314,51.46061230135703,49.96912779796344,83.23791032049044,79.78063931735925,166.98845365894704,122.78472610543179,93.71001782765653,91.96223389075278,88.98291903517156,89.80989784930921,88.40703163530195,90.59552669821159,100.52257827942147,100.848897397208
167.30761473848338,159.89194175281713,63.37192262891484,57.79412377530479,83.11496008524104,73.92112248124285,148.26099020012083,132.53061374909626,92.9523244524595,91.3937640763218,97.84065669049177,99.19864856165205,89.05163756841107,89.59851715487565,99.93449899188337,100.63739375936939
149.41256009418498,151.62933897044766,70.67681677643264,66.29626812205579,84.97953342676283,80.1710665906955,167.03791788891627,130.42259880517688,94.00260264113236,92.14837703620314,88.79924841820076,88.72563263932636,87.20745917175094,91.92861569965798,102.25030878092204,103.25188772081272
171.96155537476832,157.97295912436704,64.93259353350606,44.34637263923637,82.93850897822294,74.63297162673075,153.17483319470313,133.50387472468805,92.51684525135782,92.10408325943561,97.32008699271009,98.66072335318935,89.61974538281605,89.09956500581704,100.12679613777591,100.6084883988019
158.1271847958259,162.18389369108496,58.5698146989648,59.98302864956463,83.29531123027523,80.874261886505,165.76724315610542,134.73729760576563,93.6259996706762,91.49274034758446,92.80179391334158,91.27979553983097,88.28509909823887,90.76150712523206,100.76383422128467,101.47349770623816
168.25448386312226,156.75950771642258,57.87868151722955,52.67005097316411,79.16830602807842,76.82700597305727,149.83273967154582,151.28121788883044,92.95275475437721,91.54303786063242,96.899415641729,99.21217916639785,88.95063273096491,89.8561587205577,102.5694015585667,102.84816206916243
156.52459019010914,159.12611362231863,63.62726242084659,55.40329801861187,84.27223318726216,82.48210207750434,168.6702647986576,142.58396918843803,93.86838259375244,92.36496233478425,88.97234590233639,88.26001181341742,88.07410089439884,91.2633211235529,102.75998432697757,103.34458021803896
167.19139223956645,156.2677204358033,57.76402996182172,54.625219943836946,82.16464854526049,75.08095690420272,152.6627192711139,138.29324435183602,92.80877436667335,91.33131565674037,98.14585686336463,99.3909661981121,89.05865217268867,89.69538289768477,101.15086006041426,101.57720046840646
148.56627233526373,153.0124386169969,71.00534887551025,64.5793839609572,84.70868227522597,81.51274797011779,162.72073289946962,140.08043165006154,93.7974647396002,92.86361395551937,88.13437048363504,88.51442952981122,86.99531349613035,92.24230579766916,102.83922135153888,104.0146695869414
164.8899053572173,153.4813720846533,54.00239548399099,53.1907811803913,81.9646196252275,75.54225422036704,151.5892867411547,151.74859407335606,92.65851020493307,91.42949279587013,98.14587052374297,99.41418884129014,89.18352852128402,89.74335131622577,102.87676007121728,103.25248194727051
148.4419628923695,151.72548071320475,70.90245890585318,68.96496646475235,84.7652772226887,81.38992750846262,170.25533313896412,137.9392493075326,93.71947763965699,92.98741113422585,88.3957891439281,88.75353396208585,87.4825928518974,91.79021557650601,102.98014864468377,104.02269505921616
162.1802600304465,153.94216396681904,49.72464459171742,41.699049373547375,78.48230231840985,78.71258214627683,150.332518273494,154.23971432782147,92.61532974900024,92.04653891567825,96.43046168350509,98.3434064247289,89.3889328001938,89.56903805841787,103.53790872249617,103.84618248049553
155.30224587586534,157.8606981351687,75.25398608644664,62.59071291240546,84.19161646448849,79.33811819122329,166.69890827965185,139.95497473538677,93.26098753124154,92.0796038614503,93.22912469876344,91.3059141832171,88.78972030430859,90.27086731639336,101.35629166008074,101.76184097223941
160.32754389732386,151.3605573662293,57.40071170930123,50.301587255813814,79.86941811619107,77.1707489034165,153.23805342566075,151.10975281990645,92.72977639873298,91.64390609429518,97.38025412910872,98.77886513526306,89.16775078430129,89.68099168910355,102.08965590145418,102.27828523576243
154.1531348499024,158.236904954653,73.61946717654924,61.441731660036744,82.30602663089059,80.01473039078309,167.35224319452024,133.6699985856811,92.47795415422377,91.91236667962252,95.73350235040782,95.0209496954354,89.26086675325607,89.66132757448308,100.12227455254536,100.24791588232775
154.79435300918317,149.27047849907038,50.81350651901168,49.01597489928816,80.84468716739885,76.15005909422813,150.41595586439487,146.6991581633707,92.7409096070801,91.44015472116453,96.98039436452866,98.80439638238057,89.01588152810605,89.74076267453033,100.82691101826973,101.37474000102894
151.84267309898382,158.47003297140387,78.07011406237793,64.32043782914367,84.11062408131048,78.46769937396436,170.2474784214186,136.45966640876776,93.65786933334347,90.97562672552279,94.91046455542129,93.75649043476929,88.13504667236286,90.87600841647816,101.21261863088952,101.626275377593
157.78887186585686,151.4049535958344,48.52638010939248,54.96807494960407,80.76176867087489,74.60705105883055,153.99169649867997,140.99614145170682,93.00197992772549,91.49423615901269,96.6472996990855,98.25003773877484,88.92379691771593,89.79851875415196,101.35666049029592,101.82450795787429
153.3869378891887,160.11457859900287,78.67300803022579,61.95986298028474,83.67349197442967,77.3445362366583,170.56807384068065,132.78617210708146,93.90463723786687,91.33186890206315,93.16289918457099,92.36828863691005,88.03866587298482,90.84637905585863,100.86894400242198,101.3773901144269
