left shoulder1_frame1,right shoulder1_frame1,left elbow_frame1,right elbow_frame1,right shoulder2_frame1,left shoulder2_frame1,left hip_frame1,right hip_frame1,left shoulder1_frame2,right shoulder1_frame2,left elbow_frame2,right elbow_frame2,right shoulder2_frame2,left shoulder2_frame2,left hip_frame2,right hip_frame2,left shoulder1_frame3,right shoulder1_frame3,left elbow_frame3,right elbow_frame3,right shoulder2_frame3,left shoulder2_frame3,left hip_frame3,right hip_frame3,left shoulder1_frame4,right shoulder1_frame4,left elbow_frame4,right elbow_frame4,right shoulder2_frame4,left shoulder2_frame4,left hip_frame4,right hip_frame4,left shoulder1_frame5,right shoulder1_frame5,left elbow_frame5,right elbow_frame5,right shoulder2_frame5,left shoulder2_frame5,left hip_frame5,right hip_frame5,target
122.00332514362564,136.63669125167615,76.19104705943738,35.38370961788643,87.80318827115946,70.40472936065602,120.5727556823448,163.5377737883649,130.08576119606852,140.104514897075,76.25988170589277,54.89390251031232,88.56689221282609,68.63116145963548,129.83752480087358,178.82081382988866,136.1834125775974,136.45768565390844,67.88380899084186,74.81910794199193,87.98238511422392,72.4515184888554,164.28901263479625,176.4303159222759,144.9598641516053,122.80008037068598,86.74749374247477,72.87261331156502,84.54081671599457,76.80815465094803,179.6272679255704,178.0913496265313,129.8761290300625,138.4193433042928,47.689149181310654,50.23794355312763,81.84205871076078,75.24000468921564,173.42874831037878,175.5818971443336,0
137.63044279477796,144.0244560843937,115.6338868746436,57.74396969622939,83.02286181447259,75.39269356811127,132.28729509010373,164.9584394753492,119.53142504148468,127.58164992180178,68.67498395335029,69.20646829342566,79.1449399509278,74.74241857799103,121.75366806908332,170.1288380355355,137.4235973459533,148.54423814500126,131.9001599679474,64.17409419598698,80.32266946951312,76.11926177126054,143.19718357212176,178.53259350729246,155.0687217081426,137.94659859107952,56.467369774313575,34.65998618852647,83.30851398594086,82.40880048733176,146.52599920753255,175.96579475682333,138.87956145056825,137.67746181702435,64.23242401149889,46.41718354274669,86.54310716175131,79.04024681132985,162.7890894326831,170.89155159977247,0
140.56787493036867,152.7620712027809,114.25653141718637,74.78493650557436,83.42300161680862,72.91409305039451,168.71966072673513,174.08126360254676,134.7342513413958,139.67040173380735,79.1211845529945,66.54861629113108,82.52993389226194,73.32363802321764,152.9340143849468,178.61619502273342,133.91061248976231,139.52016489282374,101.9643082698061,53.50008971204991,75.7276460450087,75.0421477693387,128.0582741824636,137.3602131904556,140.2095222253748,138.74627713910462,66.1964380771469,49.22873870702864,82.80220572314616,78.25063596214136,147.6754244221973,179.27827257973942,141.1327042539721,146.36644598852104,52.43250723911483,58.75448935374361,86.27574623688034,82.36171999338286,168.2715593360473,158.74429238733657,0
145.7503902461426,155.823416630294,40.25827560964655,103.6074400482469,86.33669884503352,77.95875465815004,171.6387196534585,173.1856891985747,146.6145867610676,149.3974790364976,175.03998993558477,157.257770016375,78.58918111854221,75.32896107296588,174.18041062853868,166.357029990936,126.51230184496625,124.00798566502438,64.95457991244434,61.52621426988063,79.02560288574935,72.53348075889555,143.9481082298513,169.57186342947762,136.48182354243528,137.35300051069206,83.35906421598813,51.8551615938574,79.47181914422629,77.4453020174835,125.14772567144608,176.0053688728744,141.29560426567687,140.04684077972342,51.93211392014135,52.90565493348912,84.97053123743675,79.18494436889658,144.0385809155973,173.69699715984186,0
133.11290103621818,135.8640602527643,54.58830277137302,76.5327887443698,85.54884335446172,78.49634518734341,174.67391911682878,167.76762797908373,128.06555516411885,143.90614354759074,2.779110485063924,25.959248969015466,83.90157931157307,77.74064622738402,174.14665583366047,171.77230449324563,128.98089613554893,143.1161365474304,124.47305324561056,114.11319989745364,82.51095962674765,73.09876087498415,129.9273827695943,172.10231191318394,112.67970028501888,132.67725791057643,88.44837477034802,47.53469128341999,79.39346321406789,72.40417161752887,122.4076723424904,176.62478506832448,133.81915625677584,143.7826810481536,61.62669318276069,52.46717386424722,82.78325877838854,78.1259440286536,140.67990369313523,176.56174242228528,0
141.8046172833829,145.6179801988927,53.61184526724966,60.17644594648105,85.80487982568883,80.1856012332493,148.60346954548362,167.57261241790152,141.93139925475666,132.32382294178495,4.105606646413977,67.14504890002411,82.54163400631018,78.45583533537605,179.22216940589695,165.72261470006856,142.24795120203007,154.05360533331697,163.26449791967266,147.44259693376992,81.61483880764197,74.07849686990912,170.96891032231204,173.71983731242636,114.72876386621186,114.65152808707737,70.36549675406346,57.46688941216948,76.51273530896664,71.76710621326345,138.04756244739065,146.5054813192658,139.75852483447886,148.58276041192013,74.07591505840286,50.34784812706231,80.14513236241697,77.37342793684745,130.97766095826714,163.60503749131118,0
141.79750022626774,122.87245305513144,54.486126556484216,50.02432938683548,86.34837846851426,81.51991283855713,142.61489628499984,177.52068732137673,152.49447805147815,124.14930227895196,88.91848986073084,46.30870647834855,84.60762279626645,75.01881584313394,159.2409154418882,155.3460956903368,145.83232519542605,145.47089890530566,152.11480149589548,156.7952842472951,83.50407596225666,75.35212224444139,166.19744945116784,165.785425119676,112.32312342920918,118.61060625834024,73.81053488839117,66.19697766209131,77.85555049979115,73.43293471031619,131.8905703823527,148.43541957114462,126.8922789288724,148.11858075592608,93.88983621793544,65.0956916206968,80.63957658662336,73.81087639784967,132.06769084790946,178.99731957842013,0
136.79455058377349,150.0498577248822,57.07575521425412,72.4183305996783,87.06303482175102,78.58067070283639,136.70137314311617,173.32884996357816,138.53253319921825,113.874778484096,44.9776972695044,38.47082876423255,89.20403274917238,78.11281640506884,155.25188006092566,174.678509003951,137.0374184502808,152.01502609249994,177.40331735067923,80.37976985097441,88.49273684900726,74.14102042157141,170.08564391922434,178.30245711339805,145.11120748323444,151.28002943591486,157.19288321925987,172.95021159674934,81.57923986168787,73.91229104664602,154.24800617747383,169.12686294467295,122.68779206073096,129.5787289332218,69.54997216716394,62.41491750354767,78.0872236862488,73.76020322439734,130.52435496343173,158.3267629233737,0
142.9232383448909,150.96976126267785,43.732031274339576,43.42846351667836,80.43288823214961,78.55515311609722,122.3087712033086,156.09861861233213,136.37240391193166,136.60009509810322,44.12386556664487,58.52071246902158,87.81569434752974,79.60644217276723,143.86975229969292,179.45177304503608,141.22761656267855,128.6507521118272,172.87816676138405,57.51220088712335,88.92444578568708,72.8433732717282,166.80235832482086,160.6159144840818,148.449735647645,152.0005051103245,155.45081615069145,174.7166897614114,83.28966266383163,73.89568002658456,150.54342085468565,164.22655738502564,122.68667190970709,130.6134889321004,51.09746480356579,62.60121774334894,78.43804952277735,74.59645743542787,145.2371698319078,152.26158226115905,0
135.7555285468528,139.30474072640155,39.63830275377907,41.12096606785959,81.95949015316081,73.00975667990971,125.5293966422664,168.51509656109326,153.67187972098327,141.8842436287269,45.90215654347647,57.02131519147453,85.67501743899938,82.232363040692,143.1986042514691,171.54290575978158,153.55184597650947,101.23377855693822,101.4101203809296,7.828697086097854,87.57504629250269,70.09707031968196,143.4756230638265,149.28240400936122,139.76450808019175,139.7293599267229,157.76538967549035,94.97119176733187,87.2407221930089,72.00636773988899,151.21798399749446,163.81875411044086,141.4679026176796,128.55497919928527,174.3803575863016,57.7672674714883,76.60078327755727,75.35119333871427,132.77483399305922,175.69474552980054,0
130.56730319293277,133.96235800291433,76.22750660922691,51.10189076614796,80.68701908059828,74.21470450233751,123.87192829675772,161.65649380413325,126.66182834627617,134.05220231125668,34.06430148534756,46.5053271339857,83.27403519101064,73.97556591911702,116.37743492806952,138.34933386530017,141.79120279185298,103.98437086778324,77.62550972854511,35.67884209192268,87.3958357890599,76.63641637445723,147.95912315956295,154.0424174834565,131.58690017185393,138.13311739693424,12.776569790672424,8.227074699628018,90.1682232335464,71.95480664184456,157.02764728285894,155.4937643801925,144.47306290908014,152.24725252428036,153.62272967971586,124.21856039713587,81.42609336011785,72.93220671207338,147.20420967135814,169.02475161658126,0
